,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
20636,58,admin.,married,university.degree,no,no,no,cellular,aug,wed,460,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20637,32,technician,single,university.degree,no,yes,yes,cellular,aug,wed,93,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20638,35,technician,married,university.degree,no,yes,no,cellular,aug,wed,455,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
20639,51,admin.,single,university.degree,no,no,no,telephone,aug,wed,214,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20641,44,technician,divorced,professional.course,no,no,no,cellular,aug,wed,57,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20642,38,management,married,university.degree,unknown,no,yes,cellular,aug,wed,107,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20645,56,admin.,married,university.degree,unknown,yes,yes,cellular,aug,wed,287,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20646,39,technician,married,professional.course,no,yes,yes,cellular,aug,wed,86,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20647,40,management,married,high.school,no,no,yes,cellular,aug,wed,258,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20648,34,admin.,divorced,university.degree,no,no,no,cellular,aug,wed,185,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20649,39,technician,married,professional.course,no,no,no,cellular,aug,wed,458,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20650,54,services,married,basic.4y,no,no,no,cellular,aug,wed,211,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20651,57,admin.,single,university.degree,unknown,yes,yes,cellular,aug,wed,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20652,33,admin.,single,university.degree,unknown,yes,yes,cellular,aug,wed,121,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20653,54,services,married,basic.4y,no,yes,yes,cellular,aug,wed,900,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20654,57,admin.,single,university.degree,unknown,yes,yes,cellular,aug,wed,143,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20656,57,admin.,single,university.degree,unknown,no,no,cellular,aug,wed,112,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20657,55,entrepreneur,divorced,high.school,unknown,no,no,cellular,aug,wed,88,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20658,32,technician,married,university.degree,no,yes,yes,cellular,aug,wed,123,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20660,40,technician,married,professional.course,unknown,yes,yes,cellular,aug,wed,115,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20663,33,admin.,single,university.degree,no,yes,yes,cellular,aug,wed,110,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20664,57,admin.,married,university.degree,unknown,no,no,cellular,aug,wed,846,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
20666,34,admin.,divorced,university.degree,no,no,no,cellular,aug,wed,105,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20667,34,admin.,divorced,university.degree,no,yes,yes,cellular,aug,wed,109,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20668,42,unemployed,married,university.degree,unknown,no,yes,cellular,aug,wed,110,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20670,48,unemployed,married,basic.4y,unknown,yes,no,cellular,aug,wed,57,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20671,30,technician,married,university.degree,unknown,no,yes,cellular,aug,wed,96,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20673,44,admin.,married,university.degree,unknown,no,yes,cellular,aug,wed,227,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20674,48,management,married,university.degree,unknown,no,no,cellular,aug,wed,127,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20675,36,admin.,divorced,university.degree,unknown,yes,yes,cellular,aug,wed,283,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20676,54,admin.,single,university.degree,no,yes,no,cellular,aug,wed,104,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20677,41,admin.,married,university.degree,no,yes,no,cellular,aug,wed,206,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20678,31,admin.,married,high.school,no,yes,no,cellular,aug,wed,91,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20679,31,admin.,married,high.school,no,yes,no,cellular,aug,wed,170,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20680,41,admin.,married,university.degree,no,yes,no,cellular,aug,wed,460,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20682,45,self-employed,married,basic.6y,no,yes,no,cellular,aug,wed,100,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20683,31,admin.,single,university.degree,no,yes,no,cellular,aug,wed,127,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20684,40,technician,married,professional.course,unknown,yes,no,cellular,aug,wed,192,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20685,35,technician,single,professional.course,no,yes,no,cellular,aug,wed,114,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20686,32,technician,married,professional.course,no,yes,no,cellular,aug,wed,159,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20689,55,technician,married,university.degree,unknown,no,no,cellular,aug,wed,144,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20690,45,technician,married,professional.course,no,no,no,cellular,aug,wed,132,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20691,57,admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,86,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20694,54,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,261,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20695,31,technician,married,professional.course,no,yes,no,cellular,aug,wed,409,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20696,34,admin.,single,university.degree,no,yes,no,cellular,aug,wed,100,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20700,45,blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,325,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20701,54,blue-collar,married,basic.4y,unknown,unknown,unknown,cellular,aug,wed,88,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20702,29,technician,married,university.degree,no,no,no,cellular,aug,wed,201,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20703,57,admin.,married,university.degree,no,no,no,cellular,aug,wed,182,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20704,54,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,403,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20706,39,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,130,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20707,33,technician,single,university.degree,no,yes,no,telephone,aug,wed,827,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
20709,40,management,married,high.school,no,yes,no,cellular,aug,wed,286,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20710,39,management,married,high.school,no,no,no,cellular,aug,wed,271,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20711,39,admin.,single,university.degree,no,yes,no,cellular,aug,wed,169,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20712,30,technician,married,high.school,no,yes,no,cellular,aug,wed,143,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20714,59,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,145,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20716,34,technician,single,university.degree,no,no,no,cellular,aug,wed,62,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20717,46,blue-collar,married,basic.6y,unknown,no,no,cellular,aug,wed,151,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20718,31,technician,married,professional.course,no,yes,no,cellular,aug,wed,87,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20720,34,admin.,married,university.degree,no,yes,no,cellular,aug,wed,270,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20721,30,admin.,married,high.school,unknown,yes,no,cellular,aug,wed,299,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20722,57,admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,404,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
20724,58,retired,married,basic.4y,no,no,no,cellular,aug,wed,180,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20725,52,technician,married,professional.course,no,yes,yes,cellular,aug,wed,203,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20726,33,admin.,single,university.degree,no,yes,no,cellular,aug,wed,66,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20727,32,management,married,university.degree,no,yes,no,cellular,aug,wed,78,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20728,56,admin.,married,university.degree,unknown,yes,no,cellular,aug,wed,78,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20730,54,services,married,basic.4y,no,yes,yes,cellular,aug,wed,250,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20731,60,retired,married,basic.9y,unknown,no,no,cellular,aug,wed,707,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
20732,32,admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,141,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20735,34,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,324,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20737,31,technician,married,professional.course,no,no,no,cellular,aug,wed,112,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20738,58,admin.,married,university.degree,no,yes,no,cellular,aug,wed,328,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20740,31,technician,married,university.degree,no,yes,no,cellular,aug,wed,376,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20741,44,management,married,basic.9y,no,yes,no,cellular,aug,wed,260,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20743,32,technician,married,university.degree,no,yes,yes,cellular,aug,wed,89,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20744,48,admin.,married,high.school,no,yes,no,cellular,aug,wed,110,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20745,57,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,wed,175,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20747,57,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,wed,145,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20748,34,entrepreneur,married,unknown,no,yes,no,cellular,aug,wed,98,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20749,34,entrepreneur,married,unknown,no,no,no,cellular,aug,wed,165,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20750,40,management,married,high.school,no,no,no,cellular,aug,wed,838,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
20751,34,entrepreneur,married,unknown,no,yes,yes,cellular,aug,wed,684,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20752,44,blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,wed,310,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20753,46,unemployed,married,basic.9y,unknown,no,no,cellular,aug,wed,98,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20754,33,self-employed,single,university.degree,no,no,no,telephone,aug,wed,79,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20758,47,admin.,married,professional.course,no,yes,no,cellular,aug,wed,136,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20759,37,technician,married,professional.course,no,yes,yes,cellular,aug,wed,733,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20762,31,technician,single,high.school,unknown,no,no,cellular,aug,wed,104,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20763,46,management,married,university.degree,no,no,no,cellular,aug,wed,517,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20764,52,housemaid,married,basic.6y,unknown,no,no,cellular,aug,wed,217,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20765,44,blue-collar,married,basic.6y,no,no,no,cellular,aug,wed,195,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20766,32,management,married,university.degree,no,yes,no,cellular,aug,wed,343,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20767,41,housemaid,single,university.degree,no,yes,no,cellular,aug,wed,116,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20768,57,technician,divorced,university.degree,no,yes,no,cellular,aug,wed,96,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20769,33,technician,married,university.degree,no,yes,no,cellular,aug,wed,111,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20770,51,management,married,high.school,unknown,no,no,cellular,aug,wed,158,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20772,34,entrepreneur,married,professional.course,no,no,no,cellular,aug,wed,327,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20773,54,management,married,university.degree,no,no,yes,cellular,aug,wed,990,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
20774,48,admin.,married,university.degree,unknown,yes,yes,cellular,aug,wed,523,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20776,35,technician,single,professional.course,no,yes,no,cellular,aug,wed,152,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20778,37,technician,single,professional.course,no,yes,no,cellular,aug,wed,144,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20780,55,housemaid,married,university.degree,no,no,no,cellular,aug,wed,363,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20783,39,management,married,university.degree,no,yes,no,telephone,aug,wed,306,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
20784,33,technician,married,professional.course,unknown,yes,no,cellular,aug,wed,31,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20788,34,technician,married,professional.course,no,no,no,cellular,aug,wed,1148,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
20789,29,admin.,single,high.school,no,yes,no,cellular,aug,wed,257,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20791,37,admin.,married,university.degree,no,no,no,cellular,aug,wed,356,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20792,29,technician,single,high.school,no,yes,no,cellular,aug,wed,212,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20793,30,admin.,married,university.degree,no,no,no,cellular,aug,wed,139,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20797,52,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,wed,121,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20798,54,technician,married,university.degree,no,yes,no,cellular,aug,wed,78,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20799,57,management,married,university.degree,unknown,no,no,cellular,aug,wed,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20800,31,technician,married,professional.course,unknown,yes,no,cellular,aug,wed,84,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20801,32,admin.,single,university.degree,no,no,no,cellular,aug,wed,168,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20802,56,retired,married,university.degree,no,no,no,cellular,aug,wed,388,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20803,39,admin.,divorced,university.degree,no,no,no,cellular,aug,wed,99,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20805,31,admin.,single,university.degree,no,no,no,cellular,aug,wed,222,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20806,34,entrepreneur,married,professional.course,no,yes,no,cellular,aug,wed,73,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20807,51,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,wed,202,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20811,57,management,married,university.degree,unknown,no,no,cellular,aug,wed,338,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20813,30,admin.,married,university.degree,no,no,no,cellular,aug,wed,163,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20815,59,retired,married,university.degree,unknown,yes,no,cellular,aug,wed,83,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20816,45,blue-collar,married,high.school,unknown,yes,no,cellular,aug,wed,399,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20817,31,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,274,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20818,55,technician,divorced,professional.course,no,yes,no,cellular,aug,wed,150,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20819,34,admin.,single,university.degree,no,yes,no,cellular,aug,wed,209,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20821,32,technician,single,university.degree,no,yes,no,cellular,aug,wed,75,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20822,35,admin.,married,university.degree,unknown,no,no,cellular,aug,wed,181,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20824,48,technician,married,high.school,no,no,no,cellular,aug,wed,58,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20825,33,management,married,university.degree,no,yes,no,cellular,aug,wed,399,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20826,45,blue-collar,married,basic.6y,no,no,yes,cellular,aug,wed,48,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20828,31,technician,single,professional.course,no,yes,no,cellular,aug,wed,449,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20830,32,technician,single,university.degree,no,yes,no,cellular,aug,wed,158,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20832,45,admin.,single,university.degree,no,no,no,cellular,aug,wed,127,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20836,32,technician,single,university.degree,no,no,yes,cellular,aug,thu,65,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20837,33,technician,married,high.school,no,no,no,cellular,aug,thu,152,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20838,44,services,married,high.school,no,no,no,cellular,aug,thu,464,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20839,49,admin.,married,high.school,no,no,no,cellular,aug,thu,96,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20840,33,technician,single,professional.course,no,no,no,cellular,aug,thu,64,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20841,53,services,married,high.school,unknown,yes,no,cellular,aug,thu,76,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20842,32,management,married,university.degree,no,yes,no,cellular,aug,thu,106,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20844,32,technician,single,professional.course,no,no,no,cellular,aug,thu,169,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20847,45,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,thu,152,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20851,33,admin.,single,university.degree,no,yes,no,cellular,aug,thu,175,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20853,30,admin.,married,university.degree,no,yes,no,cellular,aug,thu,123,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20855,31,technician,married,professional.course,no,yes,no,cellular,aug,thu,125,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20856,57,technician,married,university.degree,no,no,no,cellular,aug,thu,259,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20857,42,admin.,married,professional.course,unknown,yes,no,cellular,aug,thu,81,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20858,31,technician,married,professional.course,no,yes,no,cellular,aug,thu,373,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20859,42,admin.,married,professional.course,unknown,no,yes,cellular,aug,thu,36,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20860,42,admin.,married,professional.course,unknown,yes,yes,cellular,aug,thu,157,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20863,31,technician,married,professional.course,no,yes,no,cellular,aug,thu,707,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
20864,31,admin.,single,high.school,no,yes,no,cellular,aug,thu,144,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20865,31,technician,single,professional.course,no,yes,no,cellular,aug,thu,360,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20866,35,technician,single,professional.course,no,yes,yes,cellular,aug,thu,55,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20867,23,entrepreneur,married,university.degree,no,yes,no,cellular,aug,thu,87,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20868,41,admin.,married,university.degree,no,yes,no,cellular,aug,thu,266,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20869,45,services,married,high.school,unknown,yes,no,cellular,aug,thu,149,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20871,31,technician,married,professional.course,no,no,no,cellular,aug,thu,87,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20872,35,admin.,married,university.degree,no,no,yes,cellular,aug,thu,96,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20873,32,admin.,single,university.degree,no,yes,no,cellular,aug,thu,85,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20874,55,self-employed,married,basic.4y,unknown,unknown,unknown,cellular,aug,thu,169,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20875,54,services,married,high.school,no,yes,no,cellular,aug,thu,250,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20878,31,technician,married,professional.course,no,no,no,cellular,aug,thu,184,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20879,45,admin.,married,high.school,no,yes,no,cellular,aug,thu,41,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20880,54,technician,married,university.degree,no,yes,no,cellular,aug,thu,252,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20881,32,technician,married,professional.course,no,yes,no,cellular,aug,thu,154,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20882,31,admin.,single,university.degree,unknown,no,yes,cellular,aug,thu,103,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20884,35,technician,single,professional.course,no,yes,no,cellular,aug,thu,238,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20885,34,admin.,married,university.degree,no,no,no,cellular,aug,thu,55,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20886,36,technician,married,professional.course,unknown,yes,no,cellular,aug,thu,125,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20890,49,technician,married,professional.course,unknown,yes,no,cellular,aug,thu,151,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20892,45,self-employed,married,basic.9y,unknown,yes,no,cellular,aug,thu,167,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20893,56,blue-collar,married,basic.4y,no,unknown,unknown,cellular,aug,thu,114,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20894,50,technician,married,high.school,no,yes,no,cellular,aug,thu,50,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20895,31,admin.,single,university.degree,no,no,no,cellular,aug,thu,47,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20897,41,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,thu,228,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20899,38,technician,married,professional.course,no,yes,no,cellular,aug,thu,98,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20902,34,admin.,single,university.degree,no,no,no,cellular,aug,thu,260,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20903,59,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,thu,152,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20904,47,admin.,divorced,university.degree,unknown,no,no,cellular,aug,thu,200,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20905,49,technician,divorced,high.school,no,yes,no,cellular,aug,thu,127,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20906,34,technician,married,university.degree,unknown,yes,no,cellular,aug,thu,10,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20908,34,technician,married,university.degree,unknown,no,yes,cellular,aug,thu,101,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20909,31,admin.,married,university.degree,no,yes,yes,cellular,aug,thu,465,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20910,30,self-employed,married,university.degree,no,yes,yes,cellular,aug,thu,145,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20912,50,self-employed,married,basic.9y,no,yes,no,cellular,aug,thu,93,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20913,40,self-employed,married,university.degree,no,yes,no,cellular,aug,thu,141,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20914,40,self-employed,married,university.degree,no,yes,no,cellular,aug,thu,155,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20915,33,admin.,single,university.degree,no,yes,no,cellular,aug,thu,370,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20917,32,admin.,single,university.degree,no,yes,no,cellular,aug,thu,159,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
